"Ref	Cite_in	DOI	Classe	Sous classe	Super ordre	Ordre	Sous ordre	Famille	Genus	Species	Functional_group	Diet_type	Diet_type_ajout	Ref_ajout_diet	C_mean	C_sd	N_mean	N_sd	P_mean	P_sd	P_MinMax	C/N_mean	C/N_sd	C/P_mean	C/P_sd	N/P	DryMass (g)	DryMass_sd (g)	DryMass_ajout	DryMass_sd_ajout	Ref_ajout_DryMass	WetMass (g)	WetMass_ajout	Ref_ajout_WetMass	Body_length(m)	Body_length_sd(m)	C_mean_sample_size	N_mean_sample-size	P_mean_sample_size	Mass_sample_size	Age_Stage(???)	Biome	Biome ajout	Ref biome ajout	Stoichio data source	Body_mass data source	Observation	Agent	Organism_source	Stoichio_analysis	Nitrogen_calc_from_prot	Ratio_method";
"Jarzynska_&_Falandysz_2012	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	duriusculum	Microbe								0.58																												JS	BA				molar";
"Jarzynska_&_Falandysz_2012	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	duriusculum	Microbe								0.16																												JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	holopus	Microbe				42.9		3.4					14.72																									JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	molle	Microbe				43.2		3.1					16.26																									JS	BA				molar";
"Dimitrijevic_et_al_2016	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	pseudoscabrum	Microbe								1.07																												JS	BA				molar";
"Rudawska_&_Leski_2005	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	scabrum	Microbe						2.21		0.14							34.95																					JS	BA				molar";
"Rudawska_&_Leski_2005	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	scabrum	Microbe						1.71		0.12							31.55																					JS	BA				molar";
"Rudawska_&_Leski_2005	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	scabrum	Microbe						2.71		0.16							37.5																					JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	scabrum	Microbe				44.9		4.6					11.39																									JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	scabrum	Microbe						4					12.83																									JS	BA				molar";
"Vetter_1993	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	scabrum	Microbe								0.69																												JS	BA				molar";
"Zhang_et_al_2013	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	scabrum	Microbe								0.61																												JS	BA				molar";
"Zhang_et_al_2013	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	scabrum	Microbe								0.22																												JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	variicolor	Microbe				43.5		4.6					11.03																									JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	variicolor	Microbe				42.3		4.7					10.5																									JS	BA				molar";
"Falandysz_et_al_2001	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	versipelle	Microbe								0.9																												JS	BA				molar";
"Falandysz_et_al_2001	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	versipelle	Microbe								0.77																												JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	versipelle	Microbe								0.33																												JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	versipelle	Microbe				44.9		4.4					11.91																									JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	versipelle	Microbe				42.4		4.1					12.07																									JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Leccinum	vulpinum	Microbe				42		4.4					11.14																									JS	BA				molar";
"Colen_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.54																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.32																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.6																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.82																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.33																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								3.45																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								3.38																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								3.96																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								2.54																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								3.55																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								1.94																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								3.84																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								3.54																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								1.41																												JS	BA				molar";
"George_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.78																												JS	BA				molar";
"Vetter_1995	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.82																												JS	BA				molar";
"Vetter_1995	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.44																												JS	BA				molar";
"Vetter_et_al_2005	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.74																												JS	BA				molar";
"Vetter_et_al_2005	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Lentinula	edodes	Microbe								0.38																												JS	BA				molar";
"Singdevsachan_et_al_2013	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Polyporales		Polyporaceae	Lentinus	sajor-caju	Microbe								0.1																												JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Polyporales		Polyporaceae	Lentinus	tigrinus	Microbe								0.33																												JS	BA				molar";
"Nnorom_et_al_2013	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Polyporales		Polyporaceae	Lentinus	tuber-regium	Microbe								0.25																												JS	BA				molar";
"Nnorom_et_al_2013	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Polyporales		Polyporaceae	Lentinus	tuber-regium	Microbe								0.19																												JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Tricholomataceae	Lepista	nuda	Microbe								0.28																												JS	BA				molar";
"Vetter_1990	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Tricholomataceae	Lepista	nuda	Microbe								1.94																												JS	BA				molar";
"Ayaz_et_al_2011	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Tricholomataceae	Lepista	nuda	Microbe								1.24																												JS	BA				molar";
"Falandysz_et_al_2001	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Tricholomataceae	Lepista	personata	Microbe								2.5																												JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Tricholomataceae	Lepista	personata	Microbe								0.31																												JS	BA				molar";
"Tel_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Tricholomataceae	Lepista	personata	Microbe								0.52																												JS	BA				molar";
"Lodge_1987	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Tricholomataceae	Lepista	subisabellina	Microbe				47.07		5.04					10.9																									JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Leucoagaricus	nympharum	Microbe								0.36																												JS	BA				molar";
"Ayaz_et_al_2011	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Tricholomataceae	Leucopaxillus	giganteus	Microbe								1.4																												JS	BA				molar";
"Tel_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	caudatum	Microbe								0.56																												JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	nigrescens	Microbe				44.1		9					5.72																									JS	BA				molar";
"Tel_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	nigrescens	Microbe								0.52																												JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	perlatum	Microbe								0.21																												JS	BA				molar";
"Washizuka_1987	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	perlatum	Microbe						8.7		2.2							8.76																					JS	BA				molar";
"Washizuka_1987	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	perlatum	Microbe						7.5		0.4							41.52																					JS	BA				molar";
"Washizuka_1987	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	perlatum	Microbe						8.6		1.9							10.02																					JS	BA				molar";
"Washizuka_1987	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	perlatum	Microbe						7.7		0.8							21.31																					JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	pratense	Microbe								0.11																												JS	BA				molar";
"Vogt_&_Edmonds_1980	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	pyriforme	Microbe						4.87		0.2							53.92																					JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon	utriforme	Microbe								0.39																												JS	BA				molar";
"Vogt_&_Edmonds_1980	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Lycoperdon		Microbe						6.6		1.21							12.08																					JS	BA				molar";
"Washizuka_1987	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Lyophyllaceae	Lyophyllum		Microbe						15.4		1.3							26.23																					JS	BA				molar";
"Falandysz_et_al_2001	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.2																												JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.26																												JS	BA				molar";
"Gucia_et_al_2012a	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.4																												JS	BA				molar";
"Gucia_et_al_2012a	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.4																												JS	BA				molar";
"Gucia_et_al_2012a	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.4																												JS	BA				molar";
"Gucia_et_al_2012a	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.8																												JS	BA				molar";
"Gucia_et_al_2012a	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.3																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.5																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.8																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.1																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.69																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.2																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.68																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.2																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.66																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.1																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.47																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.4																												JS	BA				molar";
"Gucia_et_al_2012b	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.62																												JS	BA				molar";
"Jarzynska_et_al_2011	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.3																												JS	BA				molar";
"Jarzynska_et_al_2011	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.62																												JS	BA				molar";
"Ku?do_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.2																												JS	BA				molar";
"Ku?do_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.64																												JS	BA				molar";
"Vetter_1990	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								1.15																												JS	BA				molar";
"Vetter_1990	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.74																												JS	BA				molar";
"Vetter_1990	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.97																												JS	BA				molar";
"Vetter_1990	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Agaricaceae	Macrolepiota	procera	Microbe								0.84																												JS	BA				molar";
"Cvetkovic_et_al_2015	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Marasmiaceae	Marasmius	oreades	Microbe								1.66																												JS	BA				molar";
"Gencelep_et_al_2009	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Marasmiaceae	Marasmius	oreades	Microbe								0.25																												JS	BA				molar";
"Tel_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Marasmiaceae	Marasmius	oreades	Microbe								0.46																												JS	BA				molar";
"Vetter_1993	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Marasmiaceae	Marasmius	oreades	Microbe								0.69																												JS	BA				molar";
"Campos_2011	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Polyporales		Meripilaceae	Meripilus	giganteus	Microbe								0.17																												JS	BA				molar";
"Harmon_et_al_1994	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Polyporales		Meruliaceae	Merulius	tremellosus	Microbe						2.02		0.5							9.01																					JS	BA				molar";
"Vogt_&_Edmonds_1980	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena		Microbe						11.27		2.39							10.44																					JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena	alcalina	Microbe						3		2.05							3.24																					JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena	epipterygia	Microbe						2.74		0.81							7.53																					JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena	maculata	Microbe						4.51		0.64							15.67																					JS	BA				molar";
"Harmon_et_al_1994	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena	occidentalis	Microbe						4.28		0.85							11.21																					JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena	pura	Microbe				43.7		6.6					7.72																									JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena	purpureofusca	Microbe						2.36		0.75							7																					JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena	rosella	Microbe				44.1		5.1					10.09																									JS	BA				molar";
"Vogt_&_Edmonds_1980	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena	strobilinoidea	Microbe						2.73		0.92							6.57																					JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena		Microbe						5.28		0.95							12.26																					JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena		Microbe						3.81		1.13							7.46																					JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Mycenaceae	Mycena		Microbe						3.22		0.88							8.09																					JS	BA				molar";
"Clinton_et_al_1999	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Polyporales		Meruliaceae	Mycoacia	nothofagi	Microbe				57.1		2.64		0.49			25.23		301.04		11.93																					JS	BA				molar";
"Wang_et_al_2015c	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Neoboletus	brunneissimus	Microbe								0.49																												JS	BA				molar";
"Wang_et_al_2015c	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Neoboletus	brunneissimus	Microbe								0.29																												JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Polyporales		Polyporaceae	Neolentinus	kauffmanii	Microbe						4.36		0.58							16.72																					JS	BA				molar";
"Campos_2011	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Omphalotaceae	Omphalotus	olearius	Microbe								0.44																												JS	BA				molar";
